id,customer_id,ordered_time,served_time,completed_time,amount_paid,rcoins_used,status
251,363,'2021-06-08 01:20:00','2021-06-08 01:32:00','2021-06-08 02:31:00',23,1283,'order-completed'
252,769,'2021-06-08 02:40:00','2021-06-08 02:51:00','2021-06-08 03:41:00',412,593,'order-completed'
253,854,'2021-06-08 02:56:00','2021-06-08 03:08:00','2021-06-08 04:03:00',255,1281,'order-completed'
254,966,'2021-06-08 03:11:00','2021-06-08 03:24:00','2021-06-08 04:17:00',869,287,'order-completed'
255,635,'2021-06-08 04:31:00','2021-06-08 04:41:00','2021-06-08 05:31:00',878,307,'order-completed'
256,675,'2021-06-08 04:49:00','2021-06-08 05:00:00','2021-06-08 05:55:00',291,360,'order-completed'
257,902,'2021-06-08 05:08:00','2021-06-08 05:19:00','2021-06-08 06:15:00',236,390,'order-completed'
258,317,'2021-06-08 06:28:00','2021-06-08 06:41:00','2021-06-08 07:27:00',616,11,'order-completed'
259,311,'2021-06-08 06:47:00','2021-06-08 06:57:00','2021-06-08 07:47:00',142,188,'order-completed'
260,116,'2021-06-08 07:04:00','2021-06-08 07:14:00','2021-06-08 08:11:00',490,257,'order-completed'
261,913,'2021-06-08 08:24:00','2021-06-08 08:38:00','2021-06-08 09:25:00',1095,683,'order-completed'
262,149,'2021-06-08 08:43:00','2021-06-08 08:55:00','2021-06-08 09:53:00',327,520,'order-completed'
263,239,'2021-06-08 09:03:00','2021-06-08 09:17:00','2021-06-08 10:10:00',804,332,'order-completed'
264,266,'2021-06-08 10:23:00','2021-06-08 10:35:00','2021-06-08 11:21:00',491,583,'order-completed'
265,209,'2021-06-08 10:41:00','2021-06-08 10:56:00','2021-06-08 11:46:00',1154,82,'order-completed'
266,396,'2021-06-08 11:01:00','2021-06-08 11:14:00','2021-06-08 12:04:00',612,809,'order-completed'
267,765,'2021-06-08 12:21:00','2021-06-08 12:33:00','2021-06-08 13:30:00',639,410,'order-completed'
268,602,'2021-06-08 12:36:00','2021-06-08 12:48:00','2021-06-08 13:43:00',555,187,'order-completed'
269,272,'2021-06-08 12:56:00','2021-06-08 13:08:00','2021-06-08 13:57:00',883,304,'order-completed'
270,290,'2021-06-08 14:16:00','2021-06-08 14:26:00','2021-06-08 15:12:00',228,1031,'order-completed'
271,982,'2021-06-08 14:35:00','2021-06-08 14:48:00','2021-06-08 15:42:00',880,123,'order-completed'
272,989,'2021-06-08 14:50:00','2021-06-08 15:02:00','2021-06-08 15:56:00',627,718,'order-completed'
273,334,'2021-06-08 16:10:00','2021-06-08 16:25:00','2021-06-08 17:20:00',447,552,'order-completed'
274,507,'2021-06-08 16:27:00','2021-06-08 16:41:00','2021-06-08 17:27:00',13,1198,'order-completed'
275,723,'2021-06-08 16:47:00','2021-06-08 17:00:00','2021-06-08 17:53:00',426,171,'order-completed'
276,738,'2021-06-08 18:07:00','2021-06-08 18:21:00','2021-06-08 19:19:00',221,356,'order-completed'
277,197,'2021-06-08 18:26:00','2021-06-08 18:38:00','2021-06-08 19:28:00',690,42,'order-completed'
278,975,'2021-06-08 18:45:00','2021-06-08 19:00:00','2021-06-08 19:54:00',77,344,'order-completed'
279,800,'2021-06-08 20:05:00','2021-06-08 20:17:00','2021-06-08 21:13:00',145,425,'order-completed'
280,260,'2021-06-08 20:23:00','2021-06-08 20:34:00','2021-06-08 21:24:00',160,1494,'order-completed'
281,835,'2021-06-08 20:42:00','2021-06-08 20:54:00','2021-06-08 21:41:00',481,792,'order-completed'
282,715,'2021-06-08 22:02:00','2021-06-08 22:15:00','2021-06-08 23:04:00',332,440,'order-completed'
283,795,'2021-06-08 22:20:00','2021-06-08 22:34:00','2021-06-08 23:23:00',428,249,'order-completed'
284,259,'2021-06-08 22:38:00','2021-06-08 22:53:00','2021-06-08 23:47:00',421,841,'order-completed'
285,217,'2021-06-08 23:58:00','2021-06-09 00:10:00','2021-06-09 01:08:00',184,711,'order-completed'
286,475,'2021-06-09 00:18:00','2021-06-09 00:28:00','2021-06-09 01:14:00',806,998,'order-completed'
287,583,'2021-06-09 00:34:00','2021-06-09 00:44:00','2021-06-09 01:34:00',102,711,'order-completed'
288,685,'2021-06-09 01:54:00','2021-06-09 02:06:00','2021-06-09 02:59:00',420,337,'order-completed'
289,201,'2021-06-09 02:13:00','2021-06-09 02:24:00','2021-06-09 03:12:00',621,801,'order-completed'
290,313,'2021-06-09 02:32:00','2021-06-09 02:43:00','2021-06-09 03:41:00',695,411,'order-completed'
291,576,'2021-06-09 03:52:00','2021-06-09 04:06:00','2021-06-09 04:55:00',876,98,'order-completed'
292,192,'2021-06-09 04:07:00','2021-06-09 04:21:00','2021-06-09 05:09:00',386,436,'order-completed'
293,889,'2021-06-09 04:24:00','2021-06-09 04:37:00','2021-06-09 05:37:00',1511,65,'order-completed'
294,884,'2021-06-09 05:44:00','2021-06-09 05:55:00','2021-06-09 06:52:00',451,1427,'order-completed'
295,204,'2021-06-09 06:00:00','2021-06-09 06:13:00','2021-06-09 06:58:00',526,329,'order-completed'
296,344,'2021-06-09 06:20:00','2021-06-09 06:35:00','2021-06-09 07:35:00',401,290,'order-completed'
297,101,'2021-06-09 07:40:00','2021-06-09 07:55:00','2021-06-09 08:41:00',581,175,'order-completed'
298,404,'2021-06-09 07:59:00','2021-06-09 08:14:00','2021-06-09 09:01:00',760,258,'order-completed'
299,58,'2021-06-09 08:19:00','2021-06-09 08:32:00','2021-06-09 09:26:00',509,594,'order-completed'
300,326,'2021-06-09 09:39:00','2021-06-09 09:54:00','2021-06-09 10:47:00',1027,233,'order-completed'
301,328,'2021-06-09 09:56:00','2021-06-09 10:06:00','2021-06-09 10:56:00',405,979,'order-completed'
302,569,'2021-06-09 10:13:00','2021-06-09 10:28:00','2021-06-09 11:17:00',635,199,'order-completed'
303,554,'2021-06-09 11:33:00','2021-06-09 11:45:00','2021-06-09 12:42:00',18,599,'order-completed'
304,983,'2021-06-09 11:51:00','2021-06-09 12:03:00','2021-06-09 12:48:00',605,472,'order-completed'
305,22,'2021-06-09 12:06:00','2021-06-09 12:18:00','2021-06-09 13:03:00',921,316,'order-completed'
306,714,'2021-06-09 13:26:00','2021-06-09 13:40:00','2021-06-09 14:31:00',787,533,'order-completed'
307,195,'2021-06-09 13:42:00','2021-06-09 13:55:00','2021-06-09 14:45:00',420,175,'order-completed'
308,575,'2021-06-09 14:02:00','2021-06-09 14:15:00','2021-06-09 15:14:00',610,148,'order-completed'
309,481,'2021-06-09 15:22:00','2021-06-09 15:32:00','2021-06-09 16:17:00',903,74,'order-completed'
310,592,'2021-06-09 15:41:00','2021-06-09 15:54:00','2021-06-09 16:42:00',143,686,'order-completed'
311,764,'2021-06-09 15:56:00','2021-06-09 16:09:00','2021-06-09 17:07:00',643,315,'order-completed'
312,518,'2021-06-09 17:16:00','2021-06-09 17:29:00','2021-06-09 18:22:00',665,407,'order-completed'
313,3,'2021-06-09 17:33:00','2021-06-09 17:43:00','2021-06-09 18:29:00',804,512,'order-completed'
314,961,'2021-06-09 17:53:00','2021-06-09 18:05:00','2021-06-09 19:04:00',678,597,'order-completed'
315,228,'2021-06-09 19:13:00','2021-06-09 19:23:00','2021-06-09 20:21:00',898,48,'order-completed'
316,229,'2021-06-09 19:30:00','2021-06-09 19:45:00','2021-06-09 20:40:00',1150,306,'order-completed'
317,881,'2021-06-09 19:45:00','2021-06-09 19:55:00','2021-06-09 20:46:00',955,54,'order-completed'
318,811,'2021-06-09 21:05:00','2021-06-09 21:16:00','2021-06-09 22:03:00',236,684,'order-completed'
319,949,'2021-06-09 21:21:00','2021-06-09 21:36:00','2021-06-09 22:33:00',458,1241,'order-completed'
320,575,'2021-06-09 21:40:00','2021-06-09 21:53:00','2021-06-09 22:44:00',483,389,'order-completed'
321,434,'2021-06-09 23:00:00','2021-06-09 23:15:00','2021-06-10 00:09:00',573,1126,'order-completed'
322,875,'2021-06-09 23:16:00','2021-06-09 23:27:00','2021-06-10 00:15:00',810,594,'order-completed'
323,815,'2021-06-09 23:34:00','2021-06-09 23:45:00','2021-06-10 00:31:00',685,783,'order-completed'
324,166,'2021-06-10 00:54:00','2021-06-10 01:05:00','2021-06-10 02:00:00',84,1097,'order-completed'
325,750,'2021-06-10 01:09:00','2021-06-10 01:22:00','2021-06-10 02:17:00',711,138,'order-completed'
326,780,'2021-06-10 01:28:00','2021-06-10 01:43:00','2021-06-10 02:39:00',501,526,'order-completed'
327,329,'2021-06-10 02:48:00','2021-06-10 03:00:00','2021-06-10 03:57:00',356,255,'order-completed'
328,0,'2021-06-10 03:06:00','2021-06-10 03:17:00','2021-06-10 04:03:00',608,86,'order-completed'
329,573,'2021-06-10 03:22:00','2021-06-10 03:33:00','2021-06-10 04:19:00',60,1658,'order-completed'
330,40,'2021-06-10 04:42:00','2021-06-10 04:54:00','2021-06-10 05:52:00',705,256,'order-completed'
331,256,'2021-06-10 04:57:00','2021-06-10 05:11:00','2021-06-10 05:57:00',785,149,'order-completed'
332,877,'2021-06-10 05:15:00','2021-06-10 05:28:00','2021-06-10 06:24:00',962,316,'order-completed'
333,44,'2021-06-10 06:35:00','2021-06-10 06:48:00','2021-06-10 07:43:00',184,1432,'order-completed'
334,211,'2021-06-10 06:52:00','2021-06-10 07:04:00','2021-06-10 08:00:00',708,121,'order-completed'
335,140,'2021-06-10 07:07:00','2021-06-10 07:20:00','2021-06-10 08:09:00',246,276,'order-completed'
336,37,'2021-06-10 08:27:00','2021-06-10 08:41:00','2021-06-10 09:28:00',365,748,'order-completed'
337,902,'2021-06-10 08:45:00','2021-06-10 09:00:00','2021-06-10 09:50:00',494,33,'order-completed'
338,179,'2021-06-10 09:05:00','2021-06-10 09:19:00','2021-06-10 10:05:00',847,721,'order-completed'
339,464,'2021-06-10 10:25:00','2021-06-10 10:36:00','2021-06-10 11:22:00',18,610,'order-completed'
340,920,'2021-06-10 10:41:00','2021-06-10 10:55:00','2021-06-10 11:52:00',54,899,'order-completed'
341,426,'2021-06-10 11:01:00','2021-06-10 11:16:00','2021-06-10 12:08:00',345,633,'order-completed'
342,592,'2021-06-10 12:21:00','2021-06-10 12:32:00','2021-06-10 13:20:00',1609,68,'order-completed'
343,723,'2021-06-10 12:39:00','2021-06-10 12:49:00','2021-06-10 13:47:00',727,837,'order-completed'
344,364,'2021-06-10 12:56:00','2021-06-10 13:11:00','2021-06-10 14:00:00',1,886,'order-completed'
345,999,'2021-06-10 14:16:00','2021-06-10 14:29:00','2021-06-10 15:18:00',1040,79,'order-completed'
346,95,'2021-06-10 14:36:00','2021-06-10 14:50:00','2021-06-10 15:45:00',1239,91,'order-completed'
347,626,'2021-06-10 14:53:00','2021-06-10 15:03:00','2021-06-10 15:56:00',826,1208,'order-completed'
348,779,'2021-06-10 16:13:00','2021-06-10 16:28:00','2021-06-10 17:15:00',225,114,'order-completed'
349,456,'2021-06-10 16:29:00','2021-06-10 16:39:00','2021-06-10 17:37:00',649,78,'order-completed'
350,704,'2021-06-10 16:49:00','2021-06-10 17:02:00','2021-06-10 17:58:00',930,223,'order-completed'
351,223,'2021-06-10 18:09:00','2021-06-10 18:19:00','2021-06-10 19:13:00',720,29,'order-completed'
352,723,'2021-06-10 18:27:00','2021-06-10 18:42:00','2021-06-10 19:33:00',311,254,'order-completed'
353,383,'2021-06-10 18:44:00','2021-06-10 18:58:00','2021-06-10 19:58:00',557,1238,'order-completed'
354,371,'2021-06-10 20:04:00','2021-06-10 20:16:00','2021-06-10 21:09:00',424,330,'order-completed'
355,285,'2021-06-10 20:21:00','2021-06-10 20:31:00','2021-06-10 21:26:00',102,708,'order-completed'
356,367,'2021-06-10 20:37:00','2021-06-10 20:50:00','2021-06-10 21:37:00',402,1002,'order-completed'
357,530,'2021-06-10 21:57:00','2021-06-10 22:07:00','2021-06-10 22:52:00',128,455,'order-completed'
358,369,'2021-06-10 22:13:00','2021-06-10 22:27:00','2021-06-10 23:20:00',675,500,'order-completed'
359,94,'2021-06-10 22:33:00','2021-06-10 22:44:00','2021-06-10 23:31:00',941,93,'order-completed'
360,653,'2021-06-10 23:53:00','2021-06-11 00:04:00','2021-06-11 00:56:00',883,106,'order-completed'
361,366,'2021-06-11 00:12:00','2021-06-11 00:23:00','2021-06-11 01:16:00',785,27,'order-completed'
362,632,'2021-06-11 00:32:00','2021-06-11 00:43:00','2021-06-11 01:30:00',282,511,'order-completed'
363,706,'2021-06-11 01:52:00','2021-06-11 02:03:00','2021-06-11 02:56:00',199,511,'order-completed'
364,148,'2021-06-11 02:10:00','2021-06-11 02:21:00','2021-06-11 03:13:00',1257,535,'order-completed'
365,858,'2021-06-11 02:28:00','2021-06-11 02:41:00','2021-06-11 03:32:00',2048,78,'order-completed'
366,273,'2021-06-11 03:48:00','2021-06-11 04:03:00','2021-06-11 04:48:00',1029,195,'order-completed'
367,922,'2021-06-11 04:03:00','2021-06-11 04:14:00','2021-06-11 05:02:00',512,178,'order-completed'
368,961,'2021-06-11 04:18:00','2021-06-11 04:30:00','2021-06-11 05:21:00',1033,212,'order-completed'
369,277,'2021-06-11 05:38:00','2021-06-11 05:51:00','2021-06-11 06:41:00',427,1091,'order-completed'
370,625,'2021-06-11 05:57:00','2021-06-11 06:12:00','2021-06-11 07:12:00',1547,1,'order-completed'
371,427,'2021-06-11 06:13:00','2021-06-11 06:25:00','2021-06-11 07:25:00',1060,133,'order-completed'
372,532,'2021-06-11 07:33:00','2021-06-11 07:46:00','2021-06-11 08:44:00',629,63,'order-completed'
373,606,'2021-06-11 07:50:00','2021-06-11 08:05:00','2021-06-11 09:03:00',28,982,'order-completed'
374,833,'2021-06-11 08:09:00','2021-06-11 08:22:00','2021-06-11 09:10:00',292,265,'order-completed'
375,619,'2021-06-11 09:29:00','2021-06-11 09:41:00','2021-06-11 10:27:00',42,938,'order-completed'
376,500,'2021-06-11 09:49:00','2021-06-11 10:03:00','2021-06-11 10:48:00',1246,464,'order-completed'
377,700,'2021-06-11 10:04:00','2021-06-11 10:18:00','2021-06-11 11:06:00',80,801,'order-completed'
378,691,'2021-06-11 11:24:00','2021-06-11 11:36:00','2021-06-11 12:29:00',1302,306,'order-completed'
379,686,'2021-06-11 11:44:00','2021-06-11 11:57:00','2021-06-11 12:47:00',630,576,'order-completed'
380,551,'2021-06-11 12:03:00','2021-06-11 12:15:00','2021-06-11 13:09:00',1100,268,'order-completed'
381,442,'2021-06-11 13:23:00','2021-06-11 13:36:00','2021-06-11 14:25:00',790,234,'order-completed'
382,612,'2021-06-11 13:38:00','2021-06-11 13:48:00','2021-06-11 14:39:00',721,603,'order-completed'
383,921,'2021-06-11 13:56:00','2021-06-11 14:11:00','2021-06-11 14:56:00',233,714,'order-completed'
384,325,'2021-06-11 15:16:00','2021-06-11 15:28:00','2021-06-11 16:19:00',439,1078,'order-completed'
385,659,'2021-06-11 15:31:00','2021-06-11 15:42:00','2021-06-11 16:39:00',21,755,'order-completed'
386,1,'2021-06-11 15:51:00','2021-06-11 16:01:00','2021-06-11 16:47:00',669,883,'order-completed'
387,435,'2021-06-11 17:11:00','2021-06-11 17:21:00','2021-06-11 18:15:00',534,1019,'order-completed'
388,865,'2021-06-11 17:30:00','2021-06-11 17:42:00','2021-06-11 18:29:00',700,30,'order-completed'
389,460,'2021-06-11 17:49:00','2021-06-11 18:02:00','2021-06-11 18:50:00',1106,62,'order-completed'
390,534,'2021-06-11 19:09:00','2021-06-11 19:23:00','2021-06-11 20:13:00',357,1027,'order-completed'
391,336,'2021-06-11 19:28:00','2021-06-11 19:38:00','2021-06-11 20:28:00',430,985,'order-completed'
392,766,'2021-06-11 19:46:00','2021-06-11 20:00:00','2021-06-11 20:50:00',873,228,'order-completed'
393,359,'2021-06-11 21:06:00','2021-06-11 21:18:00','2021-06-11 22:03:00',108,1816,'order-completed'
394,688,'2021-06-11 21:26:00','2021-06-11 21:36:00','2021-06-11 22:36:00',468,340,'order-completed'
395,774,'2021-06-11 21:43:00','2021-06-11 21:56:00','2021-06-11 22:51:00',402,561,'order-completed'
396,520,'2021-06-11 23:03:00','2021-06-11 23:17:00','2021-06-12 00:16:00',576,512,'order-completed'
397,488,'2021-06-11 23:19:00','2021-06-11 23:34:00','2021-06-12 00:22:00',1034,323,'order-completed'
398,414,'2021-06-11 23:37:00','2021-06-11 23:51:00','2021-06-12 00:49:00',635,837,'order-completed'
399,773,'2021-06-12 00:57:00','2021-06-12 01:11:00','2021-06-12 01:56:00',1209,46,'order-completed'
400,563,'2021-06-12 01:12:00','2021-06-12 01:23:00','2021-06-12 02:15:00',32,1075,'order-completed'
401,724,'2021-06-12 01:30:00','2021-06-12 01:44:00','2021-06-12 02:32:00',1012,311,'order-completed'
402,996,'2021-06-12 02:50:00','2021-06-12 03:05:00','2021-06-12 04:05:00',367,318,'order-completed'
403,809,'2021-06-12 03:10:00','2021-06-12 03:22:00','2021-06-12 04:10:00',172,1618,'order-completed'
404,396,'2021-06-12 03:28:00','2021-06-12 03:43:00','2021-06-12 04:29:00',920,182,'order-completed'
405,105,'2021-06-12 04:48:00','2021-06-12 05:02:00','2021-06-12 05:50:00',123,536,'order-completed'
406,466,'2021-06-12 05:08:00','2021-06-12 05:22:00','2021-06-12 06:08:00',790,351,'order-completed'
407,834,'2021-06-12 05:24:00','2021-06-12 05:35:00','2021-06-12 06:22:00',51,639,'order-completed'
408,242,'2021-06-12 06:44:00','2021-06-12 06:57:00','2021-06-12 07:44:00',121,287,'order-completed'
409,471,'2021-06-12 07:03:00','2021-06-12 07:18:00','2021-06-12 08:13:00',244,1352,'order-completed'
410,660,'2021-06-12 07:21:00','2021-06-12 07:32:00','2021-06-12 08:21:00',898,148,'order-completed'
411,302,'2021-06-12 08:41:00','2021-06-12 08:53:00','2021-06-12 09:46:00',87,1694,'order-completed'
412,381,'2021-06-12 08:56:00','2021-06-12 09:09:00','2021-06-12 10:00:00',329,1397,'order-completed'
413,955,'2021-06-12 09:12:00','2021-06-12 09:26:00','2021-06-12 10:11:00',1358,182,'order-completed'
414,990,'2021-06-12 10:32:00','2021-06-12 10:42:00','2021-06-12 11:35:00',336,1287,'order-completed'
415,419,'2021-06-12 10:48:00','2021-06-12 11:00:00','2021-06-12 11:59:00',755,193,'order-completed'
416,259,'2021-06-12 11:06:00','2021-06-12 11:21:00','2021-06-12 12:19:00',39,1008,'order-completed'
417,373,'2021-06-12 12:26:00','2021-06-12 12:40:00','2021-06-12 13:28:00',944,384,'order-completed'
418,158,'2021-06-12 12:45:00','2021-06-12 12:57:00','2021-06-12 13:53:00',300,1150,'order-completed'
419,934,'2021-06-12 13:01:00','2021-06-12 13:15:00','2021-06-12 14:15:00',361,216,'order-completed'
420,170,'2021-06-12 14:21:00','2021-06-12 14:36:00','2021-06-12 15:26:00',1840,59,'order-completed'
421,456,'2021-06-12 14:40:00','2021-06-12 14:54:00','2021-06-12 15:52:00',464,579,'order-completed'
422,540,'2021-06-12 14:59:00','2021-06-12 15:12:00','2021-06-12 16:11:00',1073,96,'order-completed'
423,177,'2021-06-12 16:19:00','2021-06-12 16:29:00','2021-06-12 17:25:00',180,928,'order-completed'
424,560,'2021-06-12 16:37:00','2021-06-12 16:47:00','2021-06-12 17:33:00',853,20,'order-completed'
425,188,'2021-06-12 16:55:00','2021-06-12 17:09:00','2021-06-12 17:58:00',724,22,'order-completed'
426,553,'2021-06-12 18:15:00','2021-06-12 18:29:00','2021-06-12 19:21:00',1422,163,'order-completed'
427,693,'2021-06-12 18:34:00','2021-06-12 18:49:00','2021-06-12 19:41:00',585,437,'order-completed'
428,360,'2021-06-12 18:50:00','2021-06-12 19:01:00','2021-06-12 19:47:00',808,674,'order-completed'
429,731,'2021-06-12 20:10:00','2021-06-12 20:23:00','2021-06-12 21:08:00',723,75,'order-completed'
430,179,'2021-06-12 20:28:00','2021-06-12 20:43:00','2021-06-12 21:30:00',621,112,'order-completed'
431,676,'2021-06-12 20:48:00','2021-06-12 20:58:00','2021-06-12 21:51:00',1520,56,'order-completed'
432,593,'2021-06-12 22:08:00','2021-06-12 22:23:00','2021-06-12 23:10:00',847,445,'order-completed'
433,804,'2021-06-12 22:24:00','2021-06-12 22:35:00','2021-06-12 23:28:00',454,595,'order-completed'
434,571,'2021-06-12 22:42:00','2021-06-12 22:52:00','2021-06-12 23:40:00',1320,89,'order-completed'
435,676,'2021-06-13 00:02:00','2021-06-13 00:12:00','2021-06-13 01:06:00',335,178,'order-completed'
436,761,'2021-06-13 00:17:00','2021-06-13 00:32:00','2021-06-13 01:30:00',3,701,'order-completed'
437,787,'2021-06-13 00:32:00','2021-06-13 00:43:00','2021-06-13 01:30:00',1038,110,'order-completed'
438,804,'2021-06-13 01:52:00','2021-06-13 02:05:00','2021-06-13 03:02:00',902,150,'order-completed'
439,15,'2021-06-13 02:10:00','2021-06-13 02:21:00','2021-06-13 03:08:00',748,343,'order-completed'
440,653,'2021-06-13 02:29:00','2021-06-13 02:44:00','2021-06-13 03:37:00',28,770,'order-completed'
441,719,'2021-06-13 03:49:00','2021-06-13 04:00:00','2021-06-13 04:59:00',44,587,'order-completed'
442,206,'2021-06-13 04:07:00','2021-06-13 04:21:00','2021-06-13 05:06:00',484,429,'order-completed'
443,843,'2021-06-13 04:26:00','2021-06-13 04:41:00','2021-06-13 05:36:00',193,1251,'order-completed'
444,249,'2021-06-13 05:46:00','2021-06-13 06:01:00','2021-06-13 06:49:00',1139,236,'order-completed'
445,450,'2021-06-13 06:04:00','2021-06-13 06:17:00','2021-06-13 07:13:00',986,125,'order-completed'
446,13,'2021-06-13 06:22:00','2021-06-13 06:32:00','2021-06-13 07:19:00',44,628,'order-completed'
447,727,'2021-06-13 07:42:00','2021-06-13 07:56:00','2021-06-13 08:43:00',633,98,'order-completed'
448,724,'2021-06-13 08:02:00','2021-06-13 08:12:00','2021-06-13 09:06:00',694,482,'order-completed'
449,63,'2021-06-13 08:18:00','2021-06-13 08:32:00','2021-06-13 09:19:00',252,81,'order-completed'
450,127,'2021-06-13 09:38:00','2021-06-13 09:51:00','2021-06-13 10:49:00',1004,669,'order-completed'
451,956,'2021-06-13 09:53:00','2021-06-13 10:06:00','2021-06-13 10:53:00',280,319,'order-completed'
452,271,'2021-06-13 10:12:00','2021-06-13 10:26:00','2021-06-13 11:12:00',874,464,'order-completed'
453,555,'2021-06-13 11:32:00','2021-06-13 11:47:00','2021-06-13 12:36:00',951,645,'order-completed'
454,960,'2021-06-13 11:47:00','2021-06-13 11:59:00','2021-06-13 12:46:00',625,846,'order-completed'
455,408,'2021-06-13 12:02:00','2021-06-13 12:13:00','2021-06-13 13:13:00',629,314,'order-completed'
456,821,'2021-06-13 13:22:00','2021-06-13 13:33:00','2021-06-13 14:27:00',36,696,'order-completed'
457,699,'2021-06-13 13:42:00','2021-06-13 13:53:00','2021-06-13 14:38:00',318,321,'order-completed'
458,280,'2021-06-13 13:59:00','2021-06-13 14:13:00','2021-06-13 15:00:00',234,974,'order-completed'
459,900,'2021-06-13 15:19:00','2021-06-13 15:30:00','2021-06-13 16:21:00',1226,128,'order-completed'
460,520,'2021-06-13 15:38:00','2021-06-13 15:51:00','2021-06-13 16:42:00',25,924,'order-completed'
461,736,'2021-06-13 15:53:00','2021-06-13 16:03:00','2021-06-13 16:51:00',389,447,'order-completed'
462,403,'2021-06-13 17:13:00','2021-06-13 17:28:00','2021-06-13 18:24:00',1169,53,'order-completed'
463,721,'2021-06-13 17:33:00','2021-06-13 17:48:00','2021-06-13 18:37:00',426,251,'order-completed'
464,964,'2021-06-13 17:49:00','2021-06-13 17:59:00','2021-06-13 18:46:00',368,83,'order-completed'
465,565,'2021-06-13 19:09:00','2021-06-13 19:20:00','2021-06-13 20:11:00',475,661,'order-completed'
466,56,'2021-06-13 19:24:00','2021-06-13 19:34:00','2021-06-13 20:29:00',802,464,'order-completed'
467,630,'2021-06-13 19:40:00','2021-06-13 19:55:00','2021-06-13 20:51:00',135,487,'order-completed'
468,892,'2021-06-13 21:00:00','2021-06-13 21:12:00','2021-06-13 22:11:00',392,561,'order-completed'
469,156,'2021-06-13 21:20:00','2021-06-13 21:32:00','2021-06-13 22:28:00',259,554,'order-completed'
470,760,'2021-06-13 21:38:00','2021-06-13 21:49:00','2021-06-13 22:38:00',238,1262,'order-completed'
471,438,'2021-06-13 22:58:00','2021-06-13 23:09:00','2021-06-14 00:02:00',161,1012,'order-completed'
472,167,'2021-06-13 23:17:00','2021-06-13 23:27:00','2021-06-14 00:27:00',288,781,'order-completed'
473,389,'2021-06-13 23:33:00','2021-06-13 23:46:00','2021-06-14 00:36:00',653,445,'order-completed'
474,812,'2021-06-14 00:53:00','2021-06-14 01:06:00','2021-06-14 01:52:00',283,525,'order-completed'
475,390,'2021-06-14 01:13:00','2021-06-14 01:26:00','2021-06-14 02:22:00',127,297,'order-completed'
476,940,'2021-06-14 01:33:00','2021-06-14 01:46:00','2021-06-14 02:44:00',231,316,'order-completed'
477,781,'2021-06-14 02:53:00','2021-06-14 03:06:00','2021-06-14 03:52:00',428,537,'order-completed'
478,788,'2021-06-14 03:12:00','2021-06-14 03:24:00','2021-06-14 04:10:00',160,584,'order-completed'
479,39,'2021-06-14 03:28:00','2021-06-14 03:39:00','2021-06-14 04:34:00',623,249,'order-completed'
480,82,'2021-06-14 04:48:00','2021-06-14 05:00:00','2021-06-14 05:55:00',1210,87,'order-completed'
481,779,'2021-06-14 05:07:00','2021-06-14 05:17:00','2021-06-14 06:02:00',837,207,'order-completed'
482,437,'2021-06-14 05:22:00','2021-06-14 05:34:00','2021-06-14 06:30:00',322,569,'order-completed'
483,872,'2021-06-14 06:42:00','2021-06-14 06:55:00','2021-06-14 07:51:00',395,699,'order-completed'
484,145,'2021-06-14 07:02:00','2021-06-14 07:16:00','2021-06-14 08:04:00',86,754,'order-completed'
485,160,'2021-06-14 07:18:00','2021-06-14 07:31:00','2021-06-14 08:21:00',304,805,'order-completed'
486,471,'2021-06-14 08:38:00','2021-06-14 08:50:00','2021-06-14 09:45:00',129,787,'order-completed'
487,252,'2021-06-14 08:53:00','2021-06-14 09:05:00','2021-06-14 10:05:00',395,54,'order-completed'
488,700,'2021-06-14 09:13:00','2021-06-14 09:28:00','2021-06-14 10:22:00',194,1038,'order-completed'
489,486,'2021-06-14 10:33:00','2021-06-14 10:46:00','2021-06-14 11:39:00',370,119,'order-completed'
490,614,'2021-06-14 10:53:00','2021-06-14 11:05:00','2021-06-14 11:58:00',319,1285,'order-completed'
491,7,'2021-06-14 11:09:00','2021-06-14 11:20:00','2021-06-14 12:14:00',894,738,'order-completed'
492,450,'2021-06-14 12:29:00','2021-06-14 12:43:00','2021-06-14 13:30:00',323,1237,'order-completed'
493,660,'2021-06-14 12:47:00','2021-06-14 13:01:00','2021-06-14 13:57:00',157,555,'order-completed'
494,632,'2021-06-14 13:02:00','2021-06-14 13:12:00','2021-06-14 14:05:00',310,468,'order-completed'
495,608,'2021-06-14 14:22:00','2021-06-14 14:32:00','2021-06-14 15:17:00',233,257,'order-completed'
496,755,'2021-06-14 14:42:00','2021-06-14 14:56:00','2021-06-14 15:45:00',273,861,'order-completed'
497,434,'2021-06-14 14:59:00','2021-06-14 15:12:00','2021-06-14 16:03:00',393,384,'order-completed'
498,220,'2021-06-14 16:19:00','2021-06-14 16:31:00','2021-06-14 17:16:00',155,1192,'order-completed'
499,84,'2021-06-14 16:35:00','2021-06-14 16:50:00','2021-06-14 17:47:00',1169,60,'order-completed'
500,563,'2021-06-14 16:55:00','2021-06-14 17:10:00','2021-06-14 17:57:00',784,119,'order-completed'
501,916,'2021-06-14 18:15:00','2021-06-14 18:30:00','2021-06-14 19:27:00',290,1043,'order-completed'
502,966,'2021-06-14 18:32:00','2021-06-14 18:47:00','2021-06-14 19:33:00',804,1107,'order-completed'
